"--Ad Types--","--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
Text,291338,176027,60.4,100.0,16.9,5.74,1012.05
"
","
"
--Date--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
"23 Feb, 2022",40182,24542,61.1,100.0,16.3,5.75,141.3
"24 Feb, 2022",35532,21351,60.1,100.0,17.7,6.20,132.58
"25 Feb, 2022",35476,20927,59.0,100.0,17.6,5.60,117.4
"26 Feb, 2022",39199,23228,59.3,100.0,17.6,6.21,144.4
"27 Feb, 2022",40919,24627,60.2,100.0,17.8,5.94,146.46
"28 Feb, 2022",48571,29730,61.2,100.0,15.8,5.28,157.17
"01 Mar, 2022",51459,31622,61.5,100.0,16.0,5.46,172.74
"
","
"
"--Ad Types--","--Ad Units--","--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
Text,CM_BABA_In_App_Technology_And_Computing_Anchor,4,3,75.00,100.00,0.00,0.00,0.00
Text,CM_BABA_In_App_Technology_And_Computing_Top,2,1,50.00,100.00,0.00,0.00,0.00
Text,CM_BABA_In_App_Technology_And_Computing_AppOpen,1,0,0.00,100.00,0.00,0.00,0.00
Text,CM_Colors_Rishtey_TV_Show_Info_InApp_Technology_And_Computing_Zen_Anchor,7,6,85.70,100.00,0.00,0.00,0.00
Text,CM_Colors_Rishtey_TV_Show_Info_InApp_Technology_And_Computing_Zen_Top,5,2,40.00,100.00,0.00,0.00,0.00
Text,CM_Colors_Rishtey_TV_Show_Info_InApp_Technology_And_Computing_Zen_AppOpen,4,2,50.00,100.00,0.00,5.00,0.01
Text,CM_Tips_InApp_3_Technology_And_Computing_Zen_Top,91,67,73.60,100.00,0.00,0.29,0.02
Text,CM_Tips_InApp_3_Technology_And_Computing_Zen_Interstitial,47,28,59.60,100.00,0.00,1.07,0.03
Text,CM_MY11CIRCLE_In_App_Interstetial,11,6,54.50,100.00,0.00,11.66,0.07
Text,CM_Gas_Station_Simulator_InApp_Technology_And_Computing_Zen_Anchor,825,604,73.20,100.00,0.00,0.18,0.11
Text,CM_MY11CIRCLE_In_App_Anchor,163,152,93.30,100.00,0.00,0.78,0.12
Text,CM_MY11CIRCLE_In_App_App_Open,32,16,50.00,100.00,0.00,11.25,0.18
Text,CM_Gas_Station_Simulator_InApp_Technology_And_Computing_Zen_Interstitial,370,148,40.00,100.00,0.00,1.35,0.20
Text,CM_Tips_InApp_3_Technology_And_Computing_Zen_AppOpen,131,98,74.80,100.00,0.00,2.95,0.29
Text,CM_Star_Plus_TV_Serials_Help_InApp_Technology_And_Computing_Zen_Anchor,1589,1404,88.40,100.00,0.00,0.30,0.43
Text,CM_Toca_Life_World_Stories_InApp_Technology_And_Computing_Zen_Anchor,1786,1235,69.10,100.00,0.00,0.38,0.48
Text,CM_FFH4X_Mod_Menu_Fire_Hack_InApp_Technology_And_Computing_Zenex_Anchor,3710,3127,84.30,100.00,0.00,0.25,0.79
Text,CM_FFH4X_Mod_Menu_Fire_Hack_InApp_Technology_And_Computing_Zenex_Top,523,356,68.10,100.00,0.00,2.27,0.81
Text,CM_Tips_InApp_Technology_And_Computing_Zenex_Anchor,6187,5169,83.50,100.00,0.00,0.31,1.64
Text,CM_Voir_Films_HD_2_Tips_InApp_Technology_And_Computing_Zen_Anchor,5088,4167,81.90,100.00,0.00,0.39,1.65
Text,CM_Star_Plus_TV_Serials_Help_InApp_Technology_And_Computing_Zen_Interstitial,1294,1013,78.30,100.00,0.00,1.95,1.98
Text,CM_Tips_1_InApp_Technology_And_Computing_Zen_AppOpen,2489,662,26.60,100.00,0.00,3.48,2.31
