"--Ad Unit Name--","--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
CM_Dream_team_11_In_App_App_Open,10717,4910,45.82,100.00,47.35,46.19,226.77
"
","
"
--Date--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
"05 Dec, 2021",2404,1090,45.34,100.00,43.12,44.42,48.42
"04 Dec, 2021",2418,1094,45.24,100.00,44.52,41.19,45.06
"03 Dec, 2021",1513,668,44.15,100.00,55.54,34.36,22.95
"02 Dec, 2021",2246,1025,45.64,100.00,47.71,56.25,57.66
"01 Dec, 2021",2136,1033,48.36,100.00,49.18,51.00,52.68
"
","
"
"
","
"
"--Ad Unit Name--","--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
CM_Dream_team_11_In_App_Interstetial,14798,10395,70.25,100.00,16.88,18.46,191.91
"
","
"
--Date--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
"05 Dec, 2021",3453,2477,71.73,100.00,15.91,14.29,35.4
"04 Dec, 2021",3265,2263,69.31,100.00,14.98,16.00,36.21
"03 Dec, 2021",2050,1414,68.98,100.00,18.32,13.98,19.77
"02 Dec, 2021",3167,2275,71.83,100.00,16.97,23.92,54.42
"01 Dec, 2021",2863,1966,68.67,100.00,19.18,23.45,46.11
"
","
"
"
","
"
"--Ad Unit Name--","--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
CM_Dream_team_11_In_App_Native,15360,13859,90.23,100.00,2.89,5.44,75.42
"
","
"
--Date--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
"05 Dec, 2021",3616,3249,89.85,100.00,3.08,4.48,14.54
"04 Dec, 2021",3416,3095,90.60,100.00,3.42,4.19,12.96
"03 Dec, 2021",2050,1857,90.59,100.00,2.58,3.82,7.1
"02 Dec, 2021",3283,2963,90.25,100.00,2.63,7.23,21.43
"01 Dec, 2021",2995,2695,89.98,100.00,2.52,7.19,19.39
"
","
"
"
","
"
"--Ad Unit Name--","--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
CM_Dream_team_11_In_App_Anchor,15365,13964,90.88,100.00,1.98,1.98,27.67
"
","
"
--Date--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
"05 Dec, 2021",3620,3261,90.08,100.00,1.56,1.74,5.68
"04 Dec, 2021",3399,3089,90.88,100.00,2.27,1.95,6.01
"03 Dec, 2021",2051,1871,91.22,100.00,3.1,1.32,2.47
"02 Dec, 2021",3292,3012,91.49,100.00,1.66,2.35,7.08
"01 Dec, 2021",3003,2731,90.94,100.00,1.72,2.35,6.43
"
","
"
"
","
"
"--Ad Unit Name--","--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
CM_DANGAL_TV_Shows_In_App_App_Open,7872,3813,48.44,100.00,31.92,6.26,23.86
"
","
"
--Date--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
"05 Dec, 2021",1117,535,47.90,100.00,36.45,5.96,3.19
"04 Dec, 2021",1318,617,46.81,100.00,34.2,6.03,3.72
"03 Dec, 2021",1664,851,51.14,100.00,31.02,6.29,5.35
"02 Dec, 2021",1931,937,48.52,100.00,30.42,6.79,6.36
"01 Dec, 2021",1842,873,47.39,100.00,30.01,6.00,5.24
"
","
"
"
","
"
"--Ad Unit Name--","--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
CM_DANGAL_TV_Shows_In_App_Interstetial,7576,2934,38.73,100.00,16.46,5.12,15.02
"
","
"
--Date--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
"05 Dec, 2021",1022,352,34.44,100.00,15.34,4.60,1.62
"04 Dec, 2021",1321,518,39.21,100.00,16.8,4.94,2.56
"03 Dec, 2021",1615,632,39.13,100.00,17.56,5.02,3.17
"02 Dec, 2021",1901,759,39.93,100.00,14.89,5.44,4.13
"01 Dec, 2021",1717,673,39.20,100.00,17.53,5.26,3.54
"
","
"
"
","
"
"--Ad Unit Name--","--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
CM_Mode_Tips_InApp_Arts_and_Entertainment_Interstitial,6346,5304,83.58,100.00,6.30,2.34,12.43
"
","
"
--Date--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
"05 Dec, 2021",1162,956,82.27,100.00,5.86,2.76,2.64
"04 Dec, 2021",1542,1302,84.44,100.00,6.37,3.16,4.12
