"--Ad Types--","--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
Text,289265,174708,60.40,100.00,16.89,5.76,1005.76
"
","
"
--Date--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
"01 Mar, 2022",49386,30303,61.36,100.00,16.10,5.49,166.45
"28 Feb, 2022",48571,29730,61.21,100.00,15.78,5.29,157.17
"27 Feb, 2022",40919,24627,60.18,100.00,17.77,5.95,146.46
"26 Feb, 2022",39199,23228,59.26,100.00,17.59,6.22,144.4
"25 Feb, 2022",35476,20927,58.99,100.00,17.64,5.61,117.4
"24 Feb, 2022",35532,21351,60.09,100.00,17.72,6.21,132.58
"23 Feb, 2022",40182,24542,61.08,100.00,16.30,5.76,141.3
"
","
"
"--Ad Types--","--Ad Units--","--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
Text,CM_BABA_In_App_Technology_And_Computing_Anchor,4,3,75.00,100.00,0.00,0.00,0.00
Text,CM_BABA_In_App_Technology_And_Computing_Top,2,1,50.00,100.00,0.00,0.00,0.00
Text,CM_BABA_In_App_Technology_And_Computing_AppOpen,1,0,0.00,100.00,0.00,0.00,0.00
Text,CM_Colors_Rishtey_TV_Show_Info_InApp_Technology_And_Computing_Zen_Anchor,7,6,85.71,100.00,0.00,0.00,0.00
Text,CM_Colors_Rishtey_TV_Show_Info_InApp_Technology_And_Computing_Zen_Top,5,2,40.00,100.00,0.00,0.00,0.00
Text,CM_Colors_Rishtey_TV_Show_Info_InApp_Technology_And_Computing_Zen_AppOpen,4,2,50.00,100.00,0.00,5.00,0.01
Text,CM_Tips_InApp_3_Technology_And_Computing_Zen_Top,91,67,73.63,100.00,0.00,0.30,0.02
Text,CM_Tips_InApp_3_Technology_And_Computing_Zen_Interstitial,47,28,59.57,100.00,0.00,1.07,0.03
Text,CM_MY11CIRCLE_In_App_Interstetial,11,6,54.55,100.00,0.00,11.67,0.07
Text,CM_Gas_Station_Simulator_InApp_Technology_And_Computing_Zen_Anchor,825,604,73.21,100.00,0.00,0.18,0.11
Text,CM_MY11CIRCLE_In_App_Anchor,163,152,93.25,100.00,0.00,0.79,0.12
Text,CM_MY11CIRCLE_In_App_App_Open,32,16,50.00,100.00,0.00,11.25,0.18
Text,CM_Gas_Station_Simulator_InApp_Technology_And_Computing_Zen_Interstitial,370,148,40.00,100.00,0.00,1.35,0.20
Text,CM_Tips_InApp_3_Technology_And_Computing_Zen_AppOpen,131,98,74.81,100.00,0.00,2.96,0.29
Text,CM_Star_Plus_TV_Serials_Help_InApp_Technology_And_Computing_Zen_Anchor,1589,1404,88.36,100.00,0.00,0.31,0.43
Text,CM_Toca_Life_World_Stories_InApp_Technology_And_Computing_Zen_Anchor,1756,1220,69.48,100.00,0.00,0.39,0.48
Text,CM_FFH4X_Mod_Menu_Fire_Hack_InApp_Technology_And_Computing_Zenex_Top,498,339,68.07,100.00,0.00,2.12,0.72
Text,CM_FFH4X_Mod_Menu_Fire_Hack_InApp_Technology_And_Computing_Zenex_Anchor,3602,3011,83.59,100.00,0.00,0.25,0.76
Text,CM_Tips_InApp_Technology_And_Computing_Zenex_Anchor,6148,5137,83.56,100.00,0.00,0.32,1.63
Text,CM_Voir_Films_HD_2_Tips_InApp_Technology_And_Computing_Zen_Anchor,5058,4143,81.91,100.00,0.00,0.40,1.64
Text,CM_Star_Plus_TV_Serials_Help_InApp_Technology_And_Computing_Zen_Interstitial,1294,1013,78.28,100.00,0.00,1.95,1.98
Text,CM_Tips_1_InApp_Technology_And_Computing_Zen_AppOpen,2489,662,26.60,100.00,0.00,3.49,2.31
Text,CM_Toca_Life_World_Stories_InApp_Technology_And_Computing_Zen_Interstitial,1018,671,65.91,100.00,0.00,3.98,2.67
Text,CM_Gas_Station_Simulator_InApp_Technology_And_Computing_Zen_AppOpen,2292,837,36.52,100.00,0.00,3.35,2.80
Text,CM_Star_Plus_TV_Serials_Help_InApp_Technology_And_Computing_Zen_AppOpen,1285,448,34.86,100.00,0.00,6.56,2.94
Text,CM_Grand_City_Theft_InApp_Technology_And_Computing_Zen_AppOpen,2260,716,31.68,100.00,0.00,4.93,3.53
Text,CM_Voir_Films_HD_2_Tips_InApp_Technology_And_Computing_Zen_Interstitial,2435,1490,61.19,100.00,0.00,2.48,3.70
Text,CM_FFH4X_Mod_Menu_Fire_Hack_InApp_Technology_And_Computing_Zenex_AppOpen,4304,1198,27.83,100.00,0.00,3.94,4.72
Text,CM_Toca_Life_World_Stories_InApp_Technology_And_Computing_Zen_AppOpen,2220,769,34.64,100.00,0.00,6.19,4.76
Text,CM_Hi_Neighbor_In_App_Technology_And_Computing_Anchor,14082,8635,61.32,100.00,0.00,0.65,5.57
Text,CM_Tips_InApp_Technology_And_Computing_Zenex_Interstitial,5084,2822,55.51,100.00,0.00,2.03,5.73
Text,CM_ML_Skin_Guide_InApp_Technology_And_Computing_Zen_AppOpen,12087,3039,25.14,100.00,0.00,3.54,10.75
Text,CM_Hi_Neighbor_In_App_Technology_And_Computing_Top,8318,2773,33.34,100.00,0.00,5.23,14.51
Text,CM_Voir_Films_HD_2_Tips_InApp_Technology_And_Computing_Zen_AppOpen,4703,2448,52.05,100.00,0.00,8.77,21.46
Text,CM_Tips_InApp_Technology_And_Computing_Zenex_AppOpen,18002,12512,69.50,100.00,0.00,4.24,53.06
Text,CM_Hi_Neighbor_In_App_Technology_And_Computing_AppOpen,33200,12766,38.45,100.00,0.00,7.54,96.26
Text,CM_Tips_InApp_Technology_And_Computing_Zen_AppOpen,153848,105522,68.59,100.00,0.00,7.22,762.32
"
","
"
"
","
"
"--Ad Types--","--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
Image,51979,30869,59.39,100.00,12.86,4.18,129.08
"
","
"
--Date--,"--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
"01 Mar, 2022",9036,5382,59.56,100.00,13.21,4.10,22.07
"28 Feb, 2022",10443,6260,59.94,100.00,12.89,3.64,22.76
"27 Feb, 2022",6486,3824,58.96,100.00,13.05,5.08,19.42
"26 Feb, 2022",6400,3682,57.53,100.00,12.44,4.71,17.34
"25 Feb, 2022",6595,3909,59.27,100.00,13.15,4.13,16.15
"24 Feb, 2022",5792,3406,58.81,100.00,13.65,4.32,14.72
"23 Feb, 2022",7227,4406,60.97,100.00,11.73,3.77,16.62
"
","
"
"--Ad Types--","--Ad Units--","--Ad Requests--","--Ad Impressions--","--Fill Rate--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Earnings--"
Image,CM_MY11CIRCLE_In_App_Anchor,17,16,94.12,100.00,0.00,0.00,0.00
Image,CM_Colors_Rishtey_TV_Show_Info_InApp_Technology_And_Computing_Zen_AppOpen,1,0,0.00,100.00,0.00,0.00,0.00
Image,CM_Colors_Rishtey_TV_Show_Info_InApp_Technology_And_Computing_Zen_Top,4,3,75.00,100.00,0.00,3.33,0.01
Image,CM_Tips_InApp_3_Technology_And_Computing_Zen_Top,35,30,85.71,100.00,0.00,0.33,0.01
Image,CM_MY11CIRCLE_In_App_App_Open,15,5,33.33,100.00,0.00,4.00,0.02
