"--Ad Types--","--Ad Requests--","--Ad Impressions--","--Matched Ad Request--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Revenue--"
Unmatchedadrequests,304107,0,0,0,0,0,0
"
","
"
--Date--,"--Ad Requests--","--Ad Impressions--","--Matched Ad Request--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Revenue--"
"15 Aug, 2021",3198,0,0,0,0,0,0
"14 Aug, 2021",2053,0,0,0,0,0,0
"13 Aug, 2021",3793,0,0,0,0,0,0
"12 Aug, 2021",4493,0,0,0,0,0,0
"11 Aug, 2021",9037,0,0,0,0,0,0
"10 Aug, 2021",8506,0,0,0,0,0,0
"09 Aug, 2021",257838,0,0,0,0,0,0
"08 Aug, 2021",5637,0,0,0,0,0,0
"07 Aug, 2021",3583,0,0,0,0,0,0
"06 Aug, 2021",3114,0,0,0,0,0,0
"05 Aug, 2021",2855,0,0,0,0,0,0
"
","
"
"--Ad Types--","--Ad Units--","--Ad Requests--","--Ad Impressions--","--Matched Ad Request--",--Coverage--,--CTR--,"--Estimated eCPM--","--Estimated Revenue--"
Unmatchedadrequests,CM_X_HD_Video_Play_InApp_Arts_and_Entertainment_Standard_Banner,5,0,0,0.00,0.00,0.00,0.00
Unmatchedadrequests,CM_Click_Assistant_InApp_Technology_and_Computing_Native,30,0,0,0.00,0.00,0.00,0.00
Unmatchedadrequests,CM_Click_Assistant_InApp_Technology_and_Computing_interstitial,16,0,0,0.00,0.00,0.00,0.00
Unmatchedadrequests,CM_Camera_For_Ipho_InApp_Technology_and_Computing_interstitial,13,0,0,0.00,0.00,0.00,0.00
Unmatchedadrequests,CM_Superstatusbar_InApp_Technology_and_Computing_Standard_Banner,7056,0,0,0.00,0.00,0.00,0.00
Unmatchedadrequests,CM_Sister_Video_St_InApp_Arts_and_Entertainment_Standard_Banner,347,0,0,0.00,0.00,0.00,0.00
Unmatchedadrequests,CM_Icon_Changer_InApp_Technology_and_Computing_Standard_Banner,349,0,0,0.00,0.00,0.00,0.00
Unmatchedadrequests,CM_Icon_Changer_InApp_Technology_and_Computing_Native,174,0,0,0.00,0.00,0.00,0.00
Unmatchedadrequests,CM_Click_Assistant_InApp_Technology_and_Computing_Standard_Banner,60,0,0,0.00,0.00,0.00,0.00
